Sample_ID,Tensile_Strength,Bending_Load,Temperature,Humidity,Aging_Duration,Pollution_Level,Leakage_Current,Hydrophobicity_Class,Core_Diameter,Shed_Diameter,Shed_Spacing,Material_Density,Mechanical_Strength
S00012,98.79639408647978,60.072588080365264,41.41866269726155,42.04202214749942,12.050794322356964,0.10159561615541053,0.3247079345573795,3,20.692846920444094,102.85190063366558,77.396680083185,1.767535581046818,56.24475437306123
S00013,93.29770563201687,89.24117956460304,38.36141238973266,78.14144331971472,7.047845589105861,0.15920302901695044,0.4639323431299553,6,21.971795957334447,104.60038976755034,52.3835112196354,1.8995764824253858,68.78352746533095
S00014,68.49356442713105,74.54831878174988,32.81543487225115,72.09437885742396,3.8549157426458316,0.09518635826434656,0.672966103884177,1,23.7113744127823,112.30665720053338,63.83818337408354,1.8670072879722799,57.90893439298156
S00015,67.27299868828402,81.74149608915323,27.170769104110075,88.19444340552442,2.2312219472759636,0.20349480631211053,0.7894905533219756,4,16.564627458533273,96.64363451102466,79.23713963446637,1.8478297112895599,49.14849882014741
S00016,67.33618039413736,53.423982112910736,31.070440980378365,69.3601064938406,10.28215404891634,0.262007564127863,0.4129451769632181,5,18.68327219456745,116.62997810531948,51.63431406345771,1.7592030896420372,40.58178785607049
S00017,72.1696897183815,57.3383153903546,37.763216404131285,55.1975953330854,6.926759588696304,0.24136081211224625,0.9584957883854728,5,17.612887741435244,94.81607875927394,70.06262448829614,1.7611763399408709,41.14267923866488
S00018,80.99025726528951,80.33614692136813,30.522596442480648,59.07602760946601,2.7551924967169867,0.2860494931577218,0.7648890265575401,5,14.907114834664739,83.66357597423627,53.194748790270644,1.9341629844819994,49.5097501951787
S00019,77.27780074568463,50.879460881572946,26.446893007226954,48.792035268911626,10.442536319817773,0.2929314454658978,0.3741400254071298,5,14.351180977364892,95.47029352871724,60.43876049409258,1.882172095272495,40.576826703147475
S00020,71.64916560792167,82.67511943575131,23.493882466748964,76.14570911006925,3.906102231961224,0.24300846689549765,0.7806124285028562,2,22.412682128255234,92.25062925431595,51.4122801767397,1.8271936442491816,55.22400342340342
S00021,84.47411578889518,50.55796074767646,46.393008137286955,75.38608300108626,8.126224676251478,0.12170152134506466,0.757066955774313,3,15.421502278061151,97.85732545955938,67.95158312885513,1.8900099964679022,49.83868134709599
S00022,65.57975442608168,76.28475356245093,33.20938927255717,50.03250077388381,5.286631651076046,0.10481534430382956,0.8021472574492472,2,14.169004105536576,87.98293657652546,71.07391899189211,1.8015902747649069,49.987227211607035
S00023,71.68578594140872,64.60375680927223,38.756249652287906,47.92446615911393,14.043660902076006,0.1618872586372359,0.9327045797811488,1,18.822508594419048,94.8136455423677,51.24333243694737,1.831853569236545,46.1053229443513
S00024,74.65447373174767,74.45979410876797,34.71231083410416,43.85024666010973,4.196032927796319,0.2984709236442802,0.7693737483033594,6,17.54493843473082,115.44965391925777,65.12430207695203,1.8423538366918608,44.20839006314916
S00025,78.24279936868143,77.84125627956455,46.1769955507389,85.59878718408794,6.878859301588399,0.15316700520428883,0.48152823430728575,5,14.727181108157192,106.09821695486622,58.97061643335062,1.7561567431951786,55.15673672324757
S00026,91.40703845572054,63.69900876745217,36.40804557344633,51.653491684742555,14.432910355592082,0.0997671026430672,0.8324139821973637,1,14.567507268042888,87.92477932746674,71.277142033837,1.9485503306612342,58.95051762779675
S00027,67.98695128633439,54.31849792443342,34.4234425384734,57.208176337590196,5.462152519136415,0.28608571944581024,0.7566894062418341,4,24.044717647061958,82.114995825628,65.30790231992364,1.8263319739156916,35.24200819831335
S00028,80.56937753654447,52.785834709930626,47.73802971265138,54.025225418874534,10.024304282154002,0.1464794943990057,0.6594073486868623,3,24.336408244240857,88.6662984256472,50.503987476283655,1.9434346815860701,47.74908371024009
S00029,83.6965827544817,73.55744090250191,41.59068788136064,60.681230130539554,5.434178611888553,0.22272472180690772,0.4830663146641807,4,19.305196031251516,96.3666984809337,57.96464152374134,1.879571493078084,52.42356558743023
S00030,61.858016508799906,70.82621414936446,23.34649722040572,75.70243996912416,2.549449707641486,0.2470382446536467,0.9368393411266236,3,23.33113217673192,94.68526748826793,64.62395916191724,1.935834145500387,47.857483033314224
S00031,84.30179407605753,79.6880403648453,25.33113383590442,83.52978168631422,9.785661257580099,0.2607889755148835,0.6102037942019558,4,22.80102159077439,113.93946633599265,52.88996643739757,1.7608604191633492,54.11129333722721
S00032,66.82096494749166,70.38942040015749,43.613685888183255,49.12993747642701,13.824441493994765,0.2553200967806976,0.7024827016297881,4,20.372884072337577,103.43896373101637,76.56803042192374,1.9421575144514571,43.19308343175324
S00033,62.60206371941118,66.89783160123517,45.07553963539863,74.32061718705825,7.335905341277286,0.25906171574999504,0.5322904704218197,6,22.258833381926458,113.69951423726715,76.89700079534522,1.8314106740492384,40.65107071553038
S00034,97.95542149013333,65.92348712944923,36.35572487270889,57.628107112124255,9.76647159769454,0.21691335689447022,0.8246522470518289,3,24.235955227708743,119.95508447501449,53.377974517212074,1.777346685100755,53.15875522628308
S00035,98.62528132298237,51.0578761039067,36.633656835999176,89.02635841486463,9.524577785592722,0.150957767318115,0.4728316051096846,1,20.229358851330243,91.61371781843867,76.49907490129813,1.884233655944262,57.85005156878234
S00036,92.33589392465845,63.42228806786629,38.95798888554334,54.94595796420384,6.811255836790263,0.2168217135159593,0.8485075132071609,4,19.628361277994703,99.0982168694295,67.176126182348,1.9025229816934266,52.94569084418407
S00037,72.18455076693482,89.04080630097977,33.17347322847918,40.359647800393,9.608552942706227,0.25918358351497833,0.2863531429372646,3,14.038979768594542,108.22214081122253,75.96898792374716,1.8799269777585197,52.45916498527792
S00038,63.90688456025536,84.94222304908355,40.40597370451712,65.78199870099226,4.630453181865611,0.13766061615610525,0.7671695152996709,3,19.963564755624503,100.47014993159803,68.8333195104774,1.8580142358165193,50.129721622029514
S00039,87.36932106048627,63.175122681368705,23.25443772699247,47.53655421379689,6.2925306644427295,0.12412699757301003,0.5815057193848588,4,22.99251029743653,93.07290422369901,77.50745409097787,1.9132780927999768,63.741816612791766
S00040,77.60609974958405,73.51181620265488,48.83837727102159,42.224721340919956,7.192463989073252,0.1359268042762909,0.7590028503375266,1,22.383138003339326,112.64823316849217,63.79496889187129,1.8872207829523573,49.47759796416645
S00041,64.88152939379115,83.89186982141976,42.504644713847654,74.91346159738544,13.096121569874727,0.18782084900734208,0.6251165144373344,5,21.10376105447164,115.69713263625772,79.94533683653786,1.8737081531802882,47.208228465274225
S00042,79.80707640445081,67.65097347000275,38.93522612027021,76.61296412542282,5.876660527665569,0.06311096870348613,0.3074450621628816,6,14.270432144633666,91.12933271396201,75.72582978303369,1.813369964951053,58.78396085045193
S00043,61.375540844608736,50.71831455000604,29.48966171028442,63.03495065582513,9.89191867362157,0.24474270475421,0.5815932340403402,2,24.179009185225404,91.25827327349211,68.88055411563587,1.9254778202836489,36.482209167266085
S00044,96.37281608315129,52.980418472745605,24.828664623701876,73.84427583782886,3.9876537238645815,0.08471298961255048,0.9716471765317509,5,18.720165765600875,102.69786860986403,61.76022631020133,1.8883676205613376,58.08533723172062
S00045,70.35119926400068,70.41570885394826,32.280288914868336,66.91197241235669,4.535976206754974,0.0832096641960247,0.8038724809894309,4,20.286884239739546,112.65552831273763,68.47239344460593,1.9298974592723277,57.28086587804435
S00046,86.50089137415928,88.77757502703514,39.84730221722175,71.49005538609659,10.078004256439687,0.09941478483902626,0.4401514256171577,4,18.37501536156697,100.79698462490529,71.8689317123297,1.871226167271588,65.28540856184141
S00047,72.46844304357644,77.72838168875471,39.01129230269333,69.83519865939806,11.672338983132452,0.1942318587431246,0.9552913183254763,6,17.837674115964987,82.40198349339569,60.28040516212323,1.90997099505122,54.41889856783225
S00048,80.80272084711243,52.836647657542784,31.479234651967147,73.29113820277962,7.46964047136794,0.121392093950989,0.823157021751286,3,19.616532408559458,91.80018414893378,66.22834936144318,1.9268874140661962,52.33135465482668
S00049,81.86841117373119,57.57443503167451,38.39859181499389,49.981532433658565,5.691395754888731,0.14202258224663805,0.491557696862527,6,19.441686758235516,100.11397340181645,76.70608844467525,1.858327347853326,47.53962422375728
S00050,67.39417822102108,80.852925728674,44.41244886702643,53.43533100183501,13.743801783051815,0.282912277744532,0.6828591726209481,1,17.92056028874932,109.46736090533524,78.57026049263132,1.8930111209499971,40.67671005867313
S00051,98.78338511058234,83.6575903982498,20.78854317012821,61.9981574753846,2.901309410686598,0.2618005449942463,0.5413484832291117,6,22.8423958241928,110.99782598437075,68.54450076144478,1.8652988813688096,60.34808994707137
S00052,91.00531293444459,74.70778344754363,33.51863143790827,62.30640047095932,11.089999327090858,0.2630476332761956,0.27735231511357095,6,14.556768482156116,110.09224277687365,54.500387700754544,1.8941228130819816,55.80273373167136
S00053,97.57995766256757,75.77692678519267,42.75665685400373,78.72058557934521,10.662390496459441,0.19441045833149695,0.8448235250894591,1,15.287248452913055,83.79292838173438,73.01836166975521,1.8545719211769913,61.40025555688325
S00054,95.79309401710594,51.133498015335384,36.38433411390132,58.3696829614766,10.663432278189118,0.26661653682262015,0.35286250010201736,4,14.907936363367273,104.63997376719672,57.42955732049323,1.910007422980389,46.56326859153516
S00055,83.9159991524434,83.14121038326034,39.5442826378721,48.12525780295912,14.09588622192934,0.2446414563351384,0.566430636927236,1,20.214921668501567,97.01732448161285,51.94873689771866,1.91146361416573,51.54716208404254
S00056,96.87496940092467,81.53100832683319,35.50029177816026,52.57329852455379,11.194664213731091,0.28830920072776556,0.7621104967108625,2,18.537681998852747,92.54095967264936,61.12870173109252,1.7593024272938746,58.46394128172034
S00057,63.53970008207678,60.361405764133885,49.75623634046933,50.73667511921142,5.221912651734177,0.06609210125547889,0.9457709510614931,6,18.972484974719087,113.10434792544801,58.06382106630215,1.7907281589115558,45.0716165217159
S00058,67.83931449676581,78.34706879862028,21.638646094671145,76.5830009628011,5.9477291392523295,0.05718178341348322,0.2501808723576502,1,20.344223819684167,94.33501198262661,65.44349258956994,1.788702583399204,62.236754513730624
S00059,61.80909155642152,58.594184256999924,34.73134465317132,63.5169807312991,6.47555362479852,0.09375748518097278,0.5145868454272301,1,17.563649525010614,87.30059324053273,50.07018892183608,1.8144833519866768,46.8594434027113
S00060,73.01321323053057,51.613206442060516,22.74249647343553,75.43153489854917,1.4313214373734848,0.2822712051269939,0.6917181799090844,6,16.014390416140312,107.82953554754897,70.38972109510314,1.8452728161648142,44.309003333998255
S00061,75.54709158757927,58.04546170361509,24.793566863407115,60.81098403788135,13.789144415715597,0.20139127648856148,0.8234474443615563,3,17.375153544623316,85.42031943011649,63.25040859609036,1.8970060345641446,48.51209827459041
S00062,70.85396127095584,57.14515507017198,31.491150512547854,84.48678012519525,2.0297364541072547,0.15652812942382022,0.936744940880401,4,24.93387007584508,91.75527687677993,57.783970009519564,1.8101095238088725,44.2451550538003
S00063,93.14950036607718,63.50991986939389,24.66620274501462,89.17601538613673,10.797119949364603,0.17817776536903795,0.2003978520424985,1,24.479576543081535,97.77799257940644,58.13607968932628,1.8802440804039389,62.88250898739784
S00064,74.27013306774357,66.73797988701833,48.91061497869953,73.49212543513059,11.222254067806364,0.2574011470569175,0.7022107061590221,4,24.52298699745601,85.66692119215506,51.26929385567687,1.9222419730338447,43.50281969330948
S00065,71.23738038749524,70.34155565990832,48.40369330175477,83.19062786181095,12.812010708827556,0.28227749895098103,0.20554954015573063,1,14.303935651984371,91.49302846507484,56.678386406849256,1.83950109120718,42.93620322860772
S00066,81.70784332632994,69.07015502033312,30.083289386618112,65.39666335860313,8.747071578337316,0.23242470857772746,0.8298042300326374,1,14.983962227889574,105.66442198064706,53.55596951581609,1.8814623678653306,50.789778608672044
S00067,65.63696899899051,60.82698423861157,39.19243136113039,86.73104201769539,11.153701933991517,0.2399619582343241,0.3197332776114971,1,14.502804323977234,102.29622336498987,63.0959418525556,1.9195335625140793,42.796493126409686
S00068,92.08787923016159,51.16682674296298,36.012599617813585,81.5793242836414,5.238120942523315,0.13009451104095948,0.9156965114756208,3,22.970186235084107,113.77120253646227,64.82756248656955,1.8949807674210855,54.453178983005564
S00069,62.98202574719083,74.20406488948603,44.46760941547306,89.58892858830195,11.43817615277906,0.1667587988186348,0.324099388596831,1,24.905052345650198,85.63562497572559,74.70515503079898,1.7706851618124695,51.44984406880736
S00070,99.47547746402068,65.82979319389418,38.82336829450827,71.15468676638903,5.807820321666402,0.2713025483677915,0.811463185530064,5,19.972870731120622,114.55447885431981,66.97192175486268,1.7803418214479776,54.404573881469844
S00071,90.8897907718663,61.94688629550199,20.007573634716863,78.96033701341142,13.639738697973744,0.2464835275181444,0.4314431422511613,2,21.709147161995304,83.02476369221257,67.61991988517136,1.7664385323887504,53.9826287655486
S00072,67.9486272613669,84.6776417132205,42.89523156829216,67.14340699891068,3.2873453087293587,0.22106772961533694,0.6458031054642033,6,17.87445342755477,109.73679105211518,52.918247195607236,1.8064513410296008,47.228051622728444
S00073,60.220884684944096,79.86973231192638,42.40544363888354,52.956005213571146,5.420602349435349,0.0663117089720301,0.6867473880837058,6,22.419415225370358,88.27583374710008,60.518690243563526,1.75079481486639,49.48254258500007
S00074,92.61845713819336,84.31062193489768,35.29168116699443,57.73775855648789,7.982772321771829,0.05987680486348872,0.3654085189177094,1,21.216915711272836,116.12378722123998,73.89542852845683,1.87193250302711,68.47080091419335
S00075,88.27429375390469,69.79931178849844,47.087569196991616,84.70027073656581,11.86190780007337,0.08260273577849876,0.4389575068208438,6,22.810567562037114,81.66238118933136,67.52753418928219,1.7553062967629958,63.62553258074996
S00076,89.1602867216395,55.237250085071096,47.25338617071205,42.79739732993103,11.483187471442447,0.19534777479945836,0.2860062259497532,5,19.500263663530035,103.20967310488412,61.259582979473414,1.8397553669257738,45.5075376681586
S00077,90.85081386743784,77.84885744485089,35.717350301131916,69.57399430372041,3.9500362405430485,0.18409671183528747,0.2042312043016657,4,16.134194866637607,80.51300771644017,62.9310521345797,1.8487347631594941,61.258991747237786
S00078,62.96178606936361,58.24295119748701,38.23964693589613,58.62420162520543,3.019299752565149,0.2856727066367635,0.39157443081285054,3,19.2329563341144,109.44158362658568,53.47677959546988,1.8790919598820777,36.08645308589173
S00079,74.33862914177091,67.64918676366867,49.89566215774017,59.33462690027778,5.2555744601173755,0.2236899100108491,0.6128018846712298,4,17.433019927910497,81.34961336877124,50.7871334594023,1.7978700798467917,40.86440143344947
S00080,64.63476238100519,52.60003155795554,28.964607044342525,84.22856032068836,7.772558123462636,0.1234931543363565,0.7708778075399851,3,21.635176248580116,109.08618100833519,54.326855488072,1.923556959177442,47.81849421613769
S00081,94.52413703502374,83.0123360969193,29.73851726934432,82.69111872731133,8.546070627560509,0.09037407345392433,0.8348477000735455,4,15.505346919699777,112.3409605567556,58.901253771363756,1.850845699044091,70.7445271321796
S00082,84.93192507310232,55.03762564190002,25.48321707990489,69.94211877862344,7.007926273373908,0.2623833098320955,0.2558127685893137,4,17.651021147250002,115.82106979982441,58.495106516482686,1.8880285240778658,49.8614316470531
S00083,73.23592099410597,86.1239002819724,46.87600817473604,53.645942370216694,10.283261633072097,0.16490602592225606,0.4179303092391131,2,14.072348643556602,94.37666818019608,71.09438421708629,1.8192241173251877,53.224434666981736
S00084,62.54233401144094,84.56922409046228,42.334651698477984,63.7728173081012,6.985825210361328,0.2133673743522122,0.8161791829933316,2,22.970779461015404,101.70094628066286,54.81359668426639,1.8033979314815238,45.27106802380619
S00085,72.4392928686265,68.58331057756985,23.169285466107258,60.4146696894608,14.248606139143124,0.1912859016477007,0.5846950999343272,2,18.4728894178306,109.34114040326367,72.7751942634993,1.8668049553264123,52.08727537216549
S00086,73.00733288106989,79.77472817215963,49.45302053593897,57.680901460124765,4.653563871741504,0.07686408653415876,0.3457495898612414,4,22.538059268410763,112.82935891684627,71.2724390819835,1.9290487646005792,51.11508426369248
S00087,89.18424713352256,74.77780295272613,41.92885124483348,45.13927892786482,9.783209689381327,0.06426459592045676,0.513771206317193,6,15.073588470929204,111.31373969682788,54.54298427224876,1.8934498783244667,61.233562429182925
S00088,85.50229885420853,82.12302569350979,45.51566328814924,67.15569433576601,9.559291141241845,0.14425454742910337,0.41602735271996477,3,16.13175450652322,113.91206867191579,69.8199686132081,1.8897607602888928,56.376056589467474
S00089,95.48850970305307,67.27220403143647,21.444523675196027,55.09156489372418,4.9420461063519765,0.1403875743864294,0.24052280420337668,2,23.355151049626514,115.90574108361832,59.836525775656526,1.8487817306964462,64.00140528064368
S00090,78.88859700647797,81.432339369774,35.148827568265034,73.04039714637642,6.763626743196382,0.21844952824222658,0.8109017164784549,3,20.550060866066186,106.01274929873199,53.189757468535696,1.751384949142543,54.81506672204898
S00091,64.78376983753206,68.49827268260591,40.95794860181118,55.96019679127654,6.116630672159591,0.20805010227529042,0.43335492873612697,3,14.064903042498365,86.95909271287397,68.68837133079441,1.925734427145725,40.41760750282178
S00092,88.5297914889198,87.63863151371174,36.28839753715524,61.558174656740086,3.4149868402868506,0.2922352321159986,0.9561050623464478,1,23.956412516560682,113.33923882368711,73.79112620974617,1.7982267776694447,55.371739764821626
S00093,90.4314019446759,69.4548840330059,39.99942397097833,42.618018709720374,7.682132976841615,0.2645248756928929,0.9105000323568149,5,24.81847693051961,98.53148586867766,78.87348634703615,1.8448177572420519,49.6683760128474
S00094,82.45108790277985,68.50477087734919,44.53622190771418,89.6269034952739,6.41327154230578,0.17414563144382195,0.7730219841869663,4,21.273035453043033,82.02580021795599,66.50551416531276,1.7885759000170933,53.363530521567675
S00095,90.83868719818244,81.40287446254051,31.230111888805887,65.38051916375879,3.496443040940231,0.1750063381406739,0.4613075097810471,5,22.006074309680315,105.04326921139926,66.99348055278993,1.9127918608603047,62.330893274185904
S00096,79.75182385457563,82.86310767043352,45.46006026856129,41.21187970820864,7.298320635848661,0.21853230727817358,0.4239388421448402,4,15.469609276880552,109.09884884821336,63.89619721997748,1.7567341753075594,50.387359239631024
S00097,80.90931317527976,72.17956457284683,24.88748314295872,67.06153293805721,6.905815555622349,0.07852264569331889,0.5802171841267212,3,22.428742272667037,98.31430161345376,59.25778377679867,1.881273591652341,59.96714225504712
S00098,77.10164073434198,57.19191253980301,28.126581650791245,83.51769996528249,2.839119487232436,0.2999726411578481,0.4836820002621127,5,15.088939464985852,100.26675567099343,54.29304853601884,1.7597202616580492,42.13734176714929
S00099,61.01676506976381,68.71032923830319,21.300368597819773,78.62760671331013,2.836625586852152,0.179702025310906,0.920926659220368,1,23.78723282621682,101.99912249899772,59.00564668726788,1.933645932833288,47.26556817315234
S00100,64.31565707973218,88.72290011638714,30.932804340057533,75.0453342064727,10.065103317839764,0.27747621847724246,0.2987961114249877,5,19.552866115904138,90.09995688969904,60.01861435456482,1.760990169715518,48.216320308490864
S00101,61.25716742746937,80.11944772156741,31.39728634472361,46.97323272995175,10.892131266039454,0.291839083663052,0.779574060492034,6,15.552964122074187,94.95935267426003,72.08797522836214,1.9279577526950888,43.71784779015955
S00102,85.45641645055122,82.44650415516529,44.15811791621753,72.88685394937362,14.176525878724666,0.19541068497556635,0.6887174354606862,5,14.9758365366009,112.27543935165369,53.86152416975911,1.8004172943862626,54.74075339549016
S00103,72.57423924305307,51.31301995276961,39.59392010868968,78.31491890061301,2.2180656664553977,0.07583716188119384,0.8450409530690943,1,18.841261282143446,81.19648123187355,55.60311845254541,1.880635171445824,48.74219850105654
S00104,80.34282764658812,68.7143785053664,33.10167674467,68.62095319827483,2.650060893295549,0.19333645210499278,0.6339898614001653,1,14.058725964347722,102.27594978162692,79.16348147510104,1.8773860488078402,53.78520832477097
S00105,96.30265895704372,75.86484534630222,39.563419358712444,84.63745022601758,1.725453798550754,0.19941060929149668,0.7036325420923815,2,24.573493832714615,81.27127281708185,52.12693739679876,1.9203413813508872,61.32862668513326
S00106,69.971689165955,83.20130734512298,21.583500515470735,53.84948908924427,8.45119803059702,0.24729828419333277,0.9701925055731804,6,15.877527737877397,88.06551934285433,77.87987091549209,1.8305672205495336,46.69190850889125
S00107,76.41531692142519,51.97094614331086,25.408146080551283,52.107234986962524,9.71845260013317,0.06205731674872654,0.2735692421593293,4,18.614700759585045,94.9157634206515,54.390729869698795,1.855838949437851,52.94117772263168
S00108,90.22204554172194,84.09755542567493,38.80843565725265,83.4784872471323,6.649328327050207,0.16657884179877347,0.2838925270536507,3,20.67338144800386,87.45750417213492,66.09811038927482,1.8270682052230274,62.2826616978234
S00109,69.15192661966489,71.93603746967646,39.24100457675907,71.26991214957262,12.170631093455858,0.2806925645842033,0.5148861477823181,5,21.422978025095098,113.94049232082673,61.88668799334327,1.8810914030658932,41.78905954224807
S00110,63.07919639315172,57.8925588230424,43.22403976122281,40.07236102604997,10.613792104053202,0.29782476966966337,0.5781862347207942,5,20.212904417461857,114.80820085832319,62.00424656650404,1.8121308558316653,30.48495219210273
S00111,71.59005811655072,62.690208657988,32.08999277160807,57.65657042555263,14.80176589325604,0.09784566968980941,0.3598976336501301,3,15.964492120544431,86.12045290524384,71.05108724939703,1.8780376632694218,51.91492544634531
S00112,66.44885149016018,61.27718207006243,41.67662289848469,82.89279929073373,2.9305297661955008,0.2676497481837588,0.2661342375862951,1,19.189799976289407,115.6934411543396,69.67841808629308,1.9006626399924933,42.45701736299757
S00113,97.18790609370292,71.23436137153902,40.51940997680568,41.36597558208717,1.816419300795019,0.08656264040766103,0.21774100525132775,1,17.54856105947482,89.19961653260867,78.2912295893343,1.775986790956775,58.867541331363654
S00114,92.32481518257669,52.06742719644527,48.90180135109547,40.16239641307544,4.84725187797143,0.26029360864197426,0.8116738003566708,5,14.983178407281258,80.48545597118337,71.55051233450045,1.8259435556330532,42.963391477603295
S00115,85.33615026041694,56.34144633999694,26.453906792740376,54.062964526256486,1.2667027344358166,0.11931943186691589,0.5880459149310602,5,18.26276618205893,109.47360287571259,68.21100784798273,1.7570061312183975,53.169814438149885
S00116,94.85842360750871,82.5077217350313,36.550386912579185,85.70000185046389,14.056559990131177,0.2899063165122856,0.8747227438665353,3,20.697164645652972,100.72939152434803,55.27626873893904,1.7681857470191433,57.27164789478705
S00117,92.14688307596458,55.304159629872444,38.05293326331408,85.07387907350082,5.255323221634455,0.22387418772515927,0.48866978803085676,3,15.122561940589513,99.93563479088314,64.29908733239685,1.759570820211677,52.62849356306997
S00118,67.46280235544144,59.33585077832508,49.95943654802662,65.9380972900754,8.734022337600424,0.1497776503474399,0.7627569040223801,6,15.814751576468456,80.1081282005043,64.91509525116905,1.89109458806327,42.86164314750702
S00119,95.70235993959912,68.1348242241663,26.03552426499955,67.66184355698113,5.452974860302387,0.12024333247704157,0.5908164178905284,4,14.949020477200026,119.14154053591518,69.16608899033399,1.945975865597926,63.75715524992349
S00120,81.57368967662603,70.68483552453321,35.69654059901877,56.600400565859445,4.441320707843529,0.10880938186861135,0.6896559988905523,1,14.01230055011318,113.30287446325138,60.981655319271496,1.8723114298042076,57.55821775705526
S00121,92.2976062065625,80.54441918456635,30.385559231409168,52.18683310139049,3.13310613564832,0.2201980817498963,0.4961574728968923,2,24.300781490463244,118.69762693470935,54.361425841608934,1.8178790882061842,57.01149679426538
S00122,95.84365199693973,67.8932970666475,35.776789057369996,80.76109271060591,5.4851228846078985,0.2739477506442204,0.2649358163578726,6,23.221105353292806,89.74694342920908,76.35420575341234,1.9044719026787025,53.74201464850101
S00123,72.72013899887456,81.59458484142155,26.963858063093177,45.31474302498207,9.615865025711644,0.23873549240358594,0.9578988657691805,2,16.54699751170079,104.14703755877838,50.972479451687676,1.8516170716784872,53.034586444859535
S00124,64.40207698110707,74.7338522818183,21.428371352824644,64.36771854393179,14.60269679562539,0.25869788450413556,0.8688718823348915,6,20.353963566562737,109.86971415341266,54.04852559007823,1.7777013205156806,48.4217377571236
S00125,69.11740650167766,54.5239895769529,37.176963616930664,71.71986297485422,8.813288565140091,0.2453459419086343,0.4495134185239792,3,22.81762486410865,112.13343485073878,63.684641092379806,1.9292543842860697,40.96389627646989
S00126,77.08431154505026,56.253257535713544,30.075629475824964,45.184014518551464,8.457926925386072,0.29478691662450485,0.9669623484351553,4,18.031910916623453,111.26920092495713,76.66398599755895,1.7751988707350184,38.68060476970784
S00127,92.72059063689971,67.48134901799084,25.45824205245301,65.98035477361731,1.4936822534720562,0.23945123170658122,0.44039098513209285,5,22.129557648453734,102.89308939708948,53.075960634239955,1.9453061807717067,58.99530622841122
S00128,94.42922333025373,65.87557572356158,29.718066982341014,68.87606439562217,12.761386219347699,0.10255712961756845,0.5543920161734963,3,23.55524192441012,81.26399736320045,72.129498950413,1.8223923535417037,61.97498935604596
S00129,60.27808522124763,79.74177078549178,21.478406043432347,77.12480302536824,1.6277792499660253,0.24789961636862873,0.8041085285511018,3,19.485192336724058,119.75908566943015,58.59560692805355,1.8953996396629915,47.68258279482118
S00130,80.42989210310263,73.22948559189408,48.513267022703104,51.74180245737664,13.68725183744871,0.1305173402462002,0.4472033986659043,6,23.768470489148104,84.59491271965555,52.27779919325861,1.9418731541945256,55.60421491256064
S00131,76.69644012595116,65.52532324008997,37.434437449197816,54.66637516453791,8.541404154994051,0.2989499656657145,0.45960638290858474,3,16.309691315985603,87.23289187015811,76.84894708042826,1.8686930848227523,41.8680132600277
